checking_acc,duration_mnth,credit_hist,purpose,credit_amt,savings_acc,emp_status,installment_rate,pstatus_sex,guarantor,Residence_LOS,property,age,installment_plan,housing,existing_credit,job,dependents,telephone,foreign_worker,credit
Less than 0 DM,24,Existing credits paid back duly,furniture/equipment,3345,Less than 100 DM,Greater than 7 years,4,male_single,none,2,BSSA or life insurance,39,none,rent,1,self-employed/management employee,1,registered,yes,good
none,18,Critical account,furniture/equipment,1817,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,2,none,28,none,own,2,skilled employee,1,none,yes,bad
none,48,Delays in paying off,radio/television,12749,Btw 500 to 999 DM,Btw 4 to 7 years,4,male_single,none,1,car or other,37,none,own,1,self-employed/management employee,1,registered,yes,bad
Less than 0 DM,9,Existing credits paid back duly,radio/television,1366,Less than 100 DM,Less than a year,3,female_divorced/separated/married,none,4,BSSA or life insurance,22,none,rent,1,skilled employee,1,none,yes,good
Btw 0 to 199 DM,12,Existing credits paid back duly,new car,2002,Less than 100 DM,Btw 4 to 7 years,3,male_single,none,4,BSSA or life insurance,30,none,rent,1,skilled employee,2,registered,yes,bad
Less than 0 DM,24,All credits taken paid back duly,furniture/equipment,6872,Less than 100 DM,Less than a year,2,male_divorced/separated,none,1,BSSA or life insurance,55,bank,own,1,skilled employee,1,registered,yes,good
Less than 0 DM,12,All credits taken paid back duly,new car,697,Less than 100 DM,Less than a year,4,male_single,none,2,car or other,46,bank,own,2,skilled employee,1,registered,yes,good
Less than 0 DM,18,Critical account,furniture/equipment,1049,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,4,BSSA or life insurance,21,none,rent,1,skilled employee,1,none,yes,bad
Less than 0 DM,48,Existing credits paid back duly,used car,10297,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,4,none,39,stores,free,3,skilled employee,2,registered,yes,good
none,30,Existing credits paid back duly,radio/television,1867,none,Greater than 7 years,4,male_single,none,4,car or other,58,none,own,1,skilled employee,1,registered,yes,bad
Less than 0 DM,12,Delays in paying off,new car,1344,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,2,real estate,43,none,own,2,unskilled - resident,2,none,yes,bad
Less than 0 DM,24,Existing credits paid back duly,furniture/equipment,1747,Less than 100 DM,Less than a year,4,male_single,co-applicant,1,BSSA or life insurance,24,none,own,1,unskilled - resident,1,none,no,bad
Btw 0 to 199 DM,9,Existing credits paid back duly,radio/television,1670,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,2,car or other,22,none,own,1,skilled employee,1,registered,yes,good
none,9,Critical account,new car,1224,Less than 100 DM,Btw 1 to 4 years,3,male_single,none,1,real estate,30,none,own,2,skilled employee,1,none,yes,bad
none,12,Critical account,radio/television,522,Btw 500 to 999 DM,Greater than 7 years,4,male_single,none,4,BSSA or life insurance,42,none,own,2,skilled employee,2,registered,yes,bad
Less than 0 DM,12,Existing credits paid back duly,radio/television,1498,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,1,car or other,23,bank,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,30,Delays in paying off,radio/television,1919,Btw 100 to 499 DM,Less than a year,4,male_single,none,3,none,30,stores,own,2,self-employed/management employee,1,none,yes,good
Equal or Greater than 200 DM,9,Existing credits paid back duly,radio/television,745,Less than 100 DM,Btw 1 to 4 years,3,female_divorced/separated/married,none,2,real estate,28,none,own,1,unskilled - resident,1,none,yes,good
Btw 0 to 199 DM,6,Existing credits paid back duly,radio/television,2063,Less than 100 DM,Less than a year,4,male_married/widowed,none,3,car or other,30,none,rent,1,self-employed/management employee,1,registered,yes,bad
Btw 0 to 199 DM,60,Existing credits paid back duly,education,6288,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,4,none,42,none,free,1,skilled employee,1,none,yes,good
none,24,Critical account,used car,6842,none,Btw 1 to 4 years,2,male_single,none,4,BSSA or life insurance,46,none,own,2,self-employed/management employee,2,registered,yes,bad
none,12,Existing credits paid back duly,new car,3527,none,Less than a year,2,male_single,none,3,BSSA or life insurance,45,none,own,1,self-employed/management employee,2,registered,yes,bad
none,10,Existing credits paid back duly,new car,1546,Less than 100 DM,Btw 1 to 4 years,3,male_single,none,2,real estate,31,none,own,1,unskilled - resident,2,none,no,bad
none,24,Existing credits paid back duly,furniture/equipment,929,none,Btw 4 to 7 years,4,male_single,none,2,car or other,31,stores,own,1,skilled employee,1,registered,yes,bad
none,4,Critical account,new car,1455,Less than 100 DM,Btw 4 to 7 years,2,male_single,none,1,real estate,42,none,own,3,unskilled - resident,2,none,yes,bad
Less than 0 DM,15,Existing credits paid back duly,furniture/equipment,1845,Less than 100 DM,Less than a year,4,female_divorced/separated/married,guarantor,1,BSSA or life insurance,46,none,rent,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,48,No credits taken,new car,8358,Btw 500 to 999 DM,Less than a year,1,female_divorced/separated/married,none,1,car or other,30,none,own,2,skilled employee,1,none,yes,bad
Less than 0 DM,24,All credits taken paid back duly,furniture/equipment,3349,Btw 500 to 999 DM,Less than a year,4,male_single,none,4,none,30,none,free,1,skilled employee,2,registered,yes,good
none,12,Existing credits paid back duly,new car,2859,none,unemployed,4,male_single,none,4,none,38,none,own,1,self-employed/management employee,1,registered,yes,bad
none,18,Existing credits paid back duly,furniture/equipment,1533,Less than 100 DM,Less than a year,4,male_married/widowed,co-applicant,1,BSSA or life insurance,43,none,own,1,unskilled - resident,2,none,yes,good
none,24,Existing credits paid back duly,radio/television,3621,Btw 100 to 499 DM,Greater than 7 years,2,male_single,none,4,car or other,31,none,own,2,skilled employee,1,none,yes,good
Btw 0 to 199 DM,18,Critical account,business,3590,Less than 100 DM,unemployed,3,male_married/widowed,none,3,car or other,40,none,own,3,unemployed/unskilled - non-resident,2,registered,yes,bad
Less than 0 DM,36,Delays in paying off,business,2145,Less than 100 DM,Btw 4 to 7 years,2,male_single,none,1,car or other,24,none,own,2,skilled employee,1,registered,yes,good
Btw 0 to 199 DM,24,Existing credits paid back duly,used car,4113,Btw 500 to 999 DM,Less than a year,3,female_divorced/separated/married,none,4,car or other,28,none,rent,1,skilled employee,1,none,yes,good
none,36,Existing credits paid back duly,furniture/equipment,10974,Less than 100 DM,unemployed,4,female_divorced/separated/married,none,2,car or other,26,none,own,2,self-employed/management employee,1,registered,yes,good
Less than 0 DM,12,Existing credits paid back duly,new car,1893,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,guarantor,4,BSSA or life insurance,29,none,own,1,skilled employee,1,registered,yes,bad
Less than 0 DM,24,Critical account,radio/television,1231,Equal or Greater than 1000 DM,Greater than 7 years,4,female_divorced/separated/married,none,4,BSSA or life insurance,57,none,rent,2,self-employed/management employee,1,registered,yes,bad
Equal or Greater than 200 DM,30,Critical account,radio/television,3656,none,Greater than 7 years,4,male_single,none,4,BSSA or life insurance,49,stores,own,2,unskilled - resident,1,none,yes,bad
Btw 0 to 199 DM,9,Critical account,radio/television,1154,Less than 100 DM,Greater than 7 years,2,male_single,none,4,real estate,37,none,own,3,unskilled - resident,1,none,yes,bad
Less than 0 DM,28,Existing credits paid back duly,new car,4006,Less than 100 DM,Btw 1 to 4 years,3,male_single,none,2,car or other,45,none,own,1,unskilled - resident,1,none,yes,good
Btw 0 to 199 DM,24,Existing credits paid back duly,furniture/equipment,3069,Btw 100 to 499 DM,Greater than 7 years,4,male_single,none,4,none,30,none,free,1,skilled employee,1,none,yes,bad
none,6,Critical account,radio/television,1740,Less than 100 DM,Greater than 7 years,2,male_married/widowed,none,2,real estate,30,none,rent,2,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,21,Delays in paying off,new car,2353,Less than 100 DM,Btw 1 to 4 years,1,male_divorced/separated,none,4,BSSA or life insurance,47,none,own,2,skilled employee,1,none,yes,bad
none,15,Existing credits paid back duly,new car,3556,none,Btw 1 to 4 years,3,male_single,none,2,none,29,none,own,1,skilled employee,1,none,yes,bad
none,24,Existing credits paid back duly,radio/television,2397,Btw 500 to 999 DM,Greater than 7 years,3,male_single,none,2,car or other,35,bank,own,2,skilled employee,1,registered,yes,good
Btw 0 to 199 DM,6,Existing credits paid back duly,repairs,454,Less than 100 DM,Less than a year,3,male_married/widowed,none,1,BSSA or life insurance,22,none,own,1,unskilled - resident,1,none,yes,bad
Btw 0 to 199 DM,30,Existing credits paid back duly,radio/television,1715,none,Btw 1 to 4 years,4,female_divorced/separated/married,none,1,car or other,26,none,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,27,Critical account,radio/television,2520,Btw 500 to 999 DM,Btw 1 to 4 years,4,male_single,none,2,BSSA or life insurance,23,none,own,2,unskilled - resident,1,none,yes,good
none,15,Existing credits paid back duly,radio/television,3568,Less than 100 DM,Greater than 7 years,4,female_divorced/separated/married,none,2,car or other,54,bank,rent,1,self-employed/management employee,1,registered,yes,bad
none,42,Existing credits paid back duly,radio/television,7166,none,Btw 4 to 7 years,2,male_married/widowed,none,4,BSSA or life insurance,29,none,rent,1,skilled employee,1,registered,yes,bad
Less than 0 DM,11,Critical account,new car,3939,Less than 100 DM,Btw 1 to 4 years,1,male_single,none,2,real estate,40,none,own,2,unskilled - resident,2,none,yes,bad
Btw 0 to 199 DM,15,Existing credits paid back duly,repairs,1514,Btw 100 to 499 DM,Btw 1 to 4 years,4,male_single,guarantor,2,real estate,22,none,own,1,skilled employee,1,none,yes,bad
none,24,Existing credits paid back duly,new car,7393,Less than 100 DM,Btw 1 to 4 years,1,male_single,none,4,BSSA or life insurance,43,none,own,1,unskilled - resident,2,none,yes,bad
Less than 0 DM,24,All credits taken paid back duly,new car,1193,Less than 100 DM,unemployed,1,female_divorced/separated/married,co-applicant,4,none,29,none,rent,2,unemployed/unskilled - non-resident,1,none,yes,good
Less than 0 DM,60,Existing credits paid back duly,business,7297,Less than 100 DM,Greater than 7 years,4,male_single,co-applicant,4,none,36,none,rent,1,skilled employee,1,none,yes,good
none,30,Critical account,radio/television,2831,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,2,car or other,33,none,own,1,skilled employee,1,registered,yes,bad
Equal or Greater than 200 DM,24,Existing credits paid back duly,radio/television,1258,Btw 500 to 999 DM,Btw 1 to 4 years,3,female_divorced/separated/married,none,3,car or other,57,none,own,1,unskilled - resident,1,none,yes,bad
Btw 0 to 199 DM,6,Existing credits paid back duly,radio/television,753,Less than 100 DM,Btw 1 to 4 years,2,female_divorced/separated/married,guarantor,3,real estate,64,none,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,18,Delays in paying off,business,2427,none,Greater than 7 years,4,male_single,none,2,BSSA or life insurance,42,none,own,2,skilled employee,1,none,yes,bad
none,24,Delays in paying off,new car,2538,Less than 100 DM,Greater than 7 years,4,male_single,none,4,car or other,47,none,own,2,unskilled - resident,2,none,yes,good
Btw 0 to 199 DM,15,All credits taken paid back duly,new car,1264,Btw 100 to 499 DM,Btw 1 to 4 years,2,male_married/widowed,none,2,BSSA or life insurance,25,none,rent,1,skilled employee,1,none,yes,good
Btw 0 to 199 DM,30,Critical account,furniture/equipment,8386,Less than 100 DM,Btw 4 to 7 years,2,male_single,none,2,BSSA or life insurance,49,none,own,1,skilled employee,1,none,yes,good
none,48,Existing credits paid back duly,business,4844,Less than 100 DM,unemployed,3,male_single,none,2,car or other,33,bank,rent,1,self-employed/management employee,1,registered,yes,good
Equal or Greater than 200 DM,21,Existing credits paid back duly,new car,2923,Btw 100 to 499 DM,Btw 1 to 4 years,1,female_divorced/separated/married,none,1,car or other,28,bank,own,1,self-employed/management employee,1,registered,yes,bad
Less than 0 DM,36,Existing credits paid back duly,used car,8229,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,2,BSSA or life insurance,26,none,own,1,skilled employee,2,none,yes,good
none,24,Critical account,furniture/equipment,2028,Less than 100 DM,Btw 4 to 7 years,2,male_single,none,2,BSSA or life insurance,30,none,own,2,unskilled - resident,1,none,yes,bad
Less than 0 DM,15,Critical account,furniture/equipment,1433,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,3,BSSA or life insurance,25,none,rent,2,skilled employee,1,none,yes,bad
Equal or Greater than 200 DM,42,No credits taken,business,6289,Less than 100 DM,Less than a year,2,male_divorced/separated,none,1,BSSA or life insurance,33,none,own,2,skilled employee,1,none,yes,bad
none,13,Existing credits paid back duly,radio/television,1409,Btw 100 to 499 DM,unemployed,2,female_divorced/separated/married,none,4,real estate,64,none,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,24,Existing credits paid back duly,used car,6579,Less than 100 DM,unemployed,4,male_single,none,2,none,29,none,free,1,self-employed/management employee,1,registered,yes,bad
Btw 0 to 199 DM,24,Critical account,radio/television,1743,Less than 100 DM,Greater than 7 years,4,male_single,none,2,BSSA or life insurance,48,none,own,2,unskilled - resident,1,none,yes,bad
none,12,Critical account,education,3565,none,Less than a year,2,male_single,none,1,BSSA or life insurance,37,none,own,2,unskilled - resident,2,none,yes,bad
none,15,All credits taken paid back duly,radio/television,1569,Btw 100 to 499 DM,Greater than 7 years,4,male_single,none,4,car or other,34,bank,own,1,unskilled - resident,2,none,yes,bad
Less than 0 DM,18,Existing credits paid back duly,radio/television,1936,none,Btw 4 to 7 years,2,male_married/widowed,none,4,car or other,23,none,rent,2,unskilled - resident,1,none,yes,bad
Less than 0 DM,36,Existing credits paid back duly,furniture/equipment,3959,Less than 100 DM,unemployed,4,male_single,none,3,BSSA or life insurance,30,none,own,1,self-employed/management employee,1,registered,yes,bad
none,12,Existing credits paid back duly,new car,2390,none,Greater than 7 years,4,male_single,none,3,car or other,50,none,own,1,skilled employee,1,registered,yes,bad
none,12,Existing credits paid back duly,furniture/equipment,1736,Less than 100 DM,Btw 4 to 7 years,3,female_divorced/separated/married,none,4,real estate,31,none,own,1,unskilled - resident,1,none,yes,bad
Less than 0 DM,30,Existing credits paid back duly,used car,3857,Less than 100 DM,Btw 1 to 4 years,4,male_divorced/separated,none,4,BSSA or life insurance,40,none,own,1,self-employed/management employee,1,registered,yes,bad
none,12,Existing credits paid back duly,radio/television,804,Less than 100 DM,Greater than 7 years,4,male_single,none,4,car or other,38,none,own,1,skilled employee,1,none,yes,bad
